entry_time,direction,pnl,classification,candidate_entry_time,candidate_direction,candidate_pnl,source_exit_time,candidate_exit_time,source_entry_price,candidate_entry_price,source_exit_price,candidate_exit_price,source_exit_reason,candidate_exit_reason,entry_bar_delta,note
2025-02-04T00:45:00,long,76.0,near_match_entry_shift,2025-02-04T00:30:00,long,248.0,2025-02-04T11:45:00,2025-02-04T11:45:00,21438.75,21352.75,21476.75,21476.75,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-02-22T00:30:00,short,527.0,near_match_price_diff,2025-02-22T00:00:00,short,708.0,2025-02-24T08:15:00,2025-02-24T08:15:00,22005.5,22096.0,21742.0,21742.0,short_exit_opposite_10,opposite_10,-2,same_side_trade_within_5_bars_but_price_diff
2025-04-23T20:00:00,long,-84.5,near_match_entry_shift,2025-04-23T19:45:00,long,-43.5,2025-04-24T01:00:00,2025-04-24T01:00:00,18919.0,18898.5,18876.75,18876.75,long_atr_stop,atr_stop,-1,same_side_trade_within_1_bar
2025-05-31T01:45:00,short,-295.0,near_match_entry_shift,2025-05-31T01:30:00,short,-330.5,2025-05-31T03:30:00,2025-05-31T04:15:00,21133.0,21176.0,21280.5,21341.25,short_atr_stop,atr_stop,-1,same_side_trade_within_1_bar
2025-06-06T04:30:00,short,-45.0,no_near_match,,,,2025-06-06T10:45:00,,21575.5,,21598.0,,short_exit_opposite_10,,,no_same_side_trade_within_5_bars
2025-06-13T09:15:00,short,242.5,near_match_entry_shift,2025-06-13T09:00:00,short,399.5,2025-06-13T15:15:00,2025-06-13T15:15:00,21706.5,21785.0,21585.25,21585.25,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-06-19T22:45:00,short,-216.5,near_match_price_diff,2025-06-19T21:45:00,short,-105.5,2025-06-20T07:15:00,2025-06-20T07:15:00,21722.5,21778.0,21830.75,21830.75,short_atr_stop,atr_stop,-4,same_side_trade_within_5_bars_but_price_diff
2025-08-01T07:45:00,short,-83.5,no_near_match,,,,2025-08-01T10:30:00,,23272.5,,23314.25,,short_exit_opposite_10,,,no_same_side_trade_within_5_bars
2025-08-19T12:45:00,short,-64.0,no_near_match,,,,2025-08-19T18:00:00,,23755.25,,23787.25,,short_atr_stop,,,no_same_side_trade_within_5_bars
2025-08-19T23:45:00,short,397.0,near_match_entry_shift,2025-08-19T23:30:00,short,483.5,2025-08-20T15:45:00,2025-08-20T15:45:00,23583.75,23627.0,23385.25,23385.25,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-09-05T23:45:00,short,-123.0,near_match_entry_shift,2025-09-05T23:30:00,short,-33.5,2025-09-06T04:15:00,2025-09-06T04:15:00,23609.0,23653.75,23670.5,23670.5,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-09-25T22:45:00,short,-49.5,near_match_price_diff,2025-09-25T21:45:00,short,-93.0,2025-09-25T23:00:00,2025-09-25T23:30:00,24427.75,24573.5,24452.5,24620.0,short_atr_stop,atr_stop,-4,same_side_trade_within_5_bars_but_price_diff
2025-10-02T00:45:00,long,235.5,near_match_price_diff,2025-10-01T23:30:00,long,329.0,2025-10-02T22:45:00,2025-10-02T22:45:00,24930.75,24884.0,25048.5,25048.5,long_exit_opposite_10,opposite_10,-5,same_side_trade_within_5_bars_but_price_diff
2025-10-11T00:30:00,short,71.0,near_match_entry_shift,2025-10-11T00:15:00,short,552.0,2025-10-13T09:00:00,2025-10-13T09:00:00,24822.25,25062.75,24786.75,24786.75,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-11-17T12:15:00,long,-71.5,no_near_match,,,,2025-11-17T19:30:00,,25262.0,,25226.25,,long_exit_opposite_10,,,no_same_side_trade_within_5_bars
2025-11-25T18:30:00,short,-85.0,near_match_price_diff,2025-11-25T18:00:00,short,-118.5,2025-11-25T19:45:00,2025-11-25T21:15:00,24828.75,24867.0,24871.25,24926.25,short_atr_stop,atr_stop,-2,same_side_trade_within_5_bars_but_price_diff
2025-12-11T12:00:00,short,34.0,near_match_entry_shift,2025-12-11T11:45:00,short,95.0,2025-12-11T16:45:00,2025-12-11T16:45:00,25548.75,25579.25,25531.75,25531.75,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-12-11T21:30:00,long,-181.5,near_match_entry_shift,2025-12-11T21:15:00,long,-112.0,2025-12-11T23:45:00,2025-12-11T23:45:00,25677.75,25643.0,25587.0,25587.0,long_atr_stop,atr_stop,-1,same_side_trade_within_1_bar
2025-12-12T18:45:00,short,-93.0,near_match_entry_shift,2025-12-12T18:30:00,short,-68.5,2025-12-12T19:15:00,2025-12-12T23:00:00,25572.25,25590.75,25618.75,25625.0,short_atr_stop,opposite_10,-1,same_side_trade_within_1_bar
2025-12-12T20:45:00,short,-139.5,no_near_match,,,,2025-12-12T23:00:00,,25555.25,,25625.0,,short_atr_stop,,,no_same_side_trade_within_5_bars
2026-01-14T19:45:00,short,-94.5,near_match_entry_shift,2026-01-14T19:30:00,short,-59.5,2026-01-14T22:30:00,2026-01-14T22:30:00,25752.75,25770.25,25800.0,25800.0,short_atr_stop,opposite_10,-1,same_side_trade_within_1_bar
2026-01-15T22:15:00,long,47.5,no_near_match,,,,2026-01-16T01:00:00,,25860.75,,25884.5,,long_atr_stop,,,no_same_side_trade_within_5_bars
2026-01-17T00:45:00,short,-135.0,near_match_entry_shift,2026-01-17T00:30:00,short,-137.5,2026-01-17T01:15:00,2026-01-17T01:45:00,25622.75,25668.75,25690.25,25737.5,short_atr_stop,atr_stop,-1,same_side_trade_within_1_bar
2026-01-31T03:15:00,short,647.0,near_match_entry_shift,2026-01-31T03:00:00,short,662.0,2026-02-02T17:00:00,2026-02-02T17:00:00,25672.0,25679.5,25348.5,25348.5,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2026-02-03T00:00:00,long,188.0,near_match_entry_shift,2026-02-02T23:45:00,long,257.0,2026-02-03T05:00:00,2026-02-03T05:00:00,25753.25,25718.75,25847.25,25847.25,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2026-02-13T01:30:00,short,48.5,near_match_entry_shift,2026-02-13T01:15:00,short,290.0,2026-02-13T18:30:00,2026-02-13T18:30:00,24819.0,24939.75,24794.75,24794.75,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2026-02-20T23:30:00,short,-420.5,no_near_match,,,,2026-02-20T23:45:00,,24715.25,,24925.5,,short_atr_stop,,,no_same_side_trade_within_5_bars
2026-02-24T01:00:00,short,-184.0,near_match_entry_shift,2026-02-24T00:45:00,short,-14.0,2026-02-24T11:15:00,2026-02-24T11:15:00,24743.75,24828.75,24835.75,24835.75,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2026-02-27T22:45:00,short,-80.0,near_match_entry_shift,2026-02-27T22:30:00,short,-136.5,2026-02-28T00:00:00,2026-02-28T00:15:00,24840.5,24886.0,24880.5,24954.25,short_atr_stop,atr_stop,-1,same_side_trade_within_1_bar
2026-03-05T01:45:00,long,-81.0,near_match_price_diff,2026-03-05T00:30:00,long,-39.0,2026-03-05T06:00:00,2026-03-05T06:00:00,25160.0,25139.0,25119.5,25119.5,long_exit_opposite_10,opposite_10,-5,same_side_trade_within_5_bars_but_price_diff
2026-03-06T11:30:00,long,-141.5,near_match_entry_shift,2026-03-06T11:15:00,long,-128.0,2026-03-06T17:30:00,2026-03-06T17:30:00,25109.25,25102.5,25038.5,25038.5,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2026-03-06T18:45:00,short,1573.5,near_match_entry_shift,2026-03-06T18:30:00,short,1641.5,2026-03-09T14:15:00,2026-03-09T14:15:00,24927.25,24961.25,24140.5,24140.5,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2026-03-10T00:00:00,long,582.5,near_match_entry_shift,2026-03-09T23:45:00,long,611.5,2026-03-10T09:15:00,2026-03-10T09:15:00,24550.0,24535.5,24841.25,24841.25,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2026-03-18T09:15:00,long,110.0,no_near_match,,,,2026-03-18T20:30:00,,25051.75,,25106.75,,long_exit_opposite_10,,,no_same_side_trade_within_5_bars
2026-03-18T21:30:00,short,738.5,near_match_entry_shift,2026-03-18T21:15:00,short,785.5,2026-03-19T10:45:00,2026-03-19T10:45:00,25024.5,25048.0,24655.25,24655.25,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2026-04-03T09:15:00,long,-140.0,no_near_match,,,,2026-04-03T11:30:00,,24238.75,,24168.75,,long_atr_stop,,,no_same_side_trade_within_5_bars
2026-05-22T02:45:00,long,-313.0,near_match_entry_shift,2026-05-22T02:30:00,long,189.0,2026-05-22T04:00:00,2026-05-22T18:15:00,29493.75,29412.5,29337.25,29507.0,long_atr_stop,opposite_10,-1,same_side_trade_within_1_bar
2026-06-05T10:30:00,short,-219.5,near_match_entry_shift,2026-06-05T10:15:00,short,-218.0,2026-06-05T11:00:00,2026-06-05T11:30:00,30085.75,30124.25,30195.5,30233.25,short_atr_stop,atr_stop,-1,same_side_trade_within_1_bar
